LAT,LON,ID,STA_NAME,CODE,SOURCE,ELEVATION,DATE_TIME,SEA_LEVEL_PRESSURE,SURFACE_PRESSURE,PRECIPITABLE_WATER
-7.3846,112.7833,96935,Stasiun Meteorologi Juanda,FM 35,from CIPS,3,2024-07-29 00:00,-888888.00000,-888888.00000,-888888.00000
PRES,HGHT,TEMP,DWPT,WSPEED,WDRCT,UWND,VWND,RELH,THICKNESS,
1011,-888888.00000,23.4,21.4,1.5,330,0.8,-1.3,88.6,-888888.00000,
1010,-888888.00000,24.4,22.7,-888888.00000,-888888.00000,-888888.00000,-888888.00000,90.3,-888888.00000,
1000,98,24,21.6,-888888.00000,0,-888888.00000,-888888.00000,86.5,-888888.00000,
989,-888888.00000,23.8,20.1,-888888.00000,-888888.00000,-888888.00000,-888888.00000,79.8,-888888.00000,
977,-888888.00000,-888888.00000,-888888.00000,2.6,130,-2,1.7,-888888.00000,-888888.00000,
976,-888888.00000,25,19,-888888.00000,-888888.00000,-888888.00000,-888888.00000,69.4,-888888.00000,
944,-888888.00000,-888888.00000,-888888.00000,4.6,165,-1.2,4.4,-888888.00000,-888888.00000,
925,778,22.4,17.4,3.6,165,-0.9,3.5,73.4,-888888.00000,
881,-888888.00000,-888888.00000,-888888.00000,3.6,105,-3.5,0.9,-888888.00000,-888888.00000,
851,-888888.00000,-888888.00000,-888888.00000,7.2,85,-7.2,-0.6,-888888.00000,-888888.00000,
850,1508,17.6,14.9,7.2,85,-7.2,-0.6,84.2,-888888.00000,
822,-888888.00000,-888888.00000,-888888.00000,4.6,95,-4.6,0.4,-888888.00000,-888888.00000,
821,-888888.00000,16,11.2,-888888.00000,-888888.00000,-888888.00000,-888888.00000,73.2,-888888.00000,
789,-888888.00000,17.8,-7.2,-888888.00000,-888888.00000,-888888.00000,-888888.00000,17.5,-888888.00000,
739,-888888.00000,-888888.00000,-888888.00000,2.1,130,-1.6,1.3,-888888.00000,-888888.00000,
713,-888888.00000,-888888.00000,-888888.00000,1,195,0.3,1,-888888.00000,-888888.00000,
700,3153,10,-5,0.5,0,0,-0.5,34.4,-888888.00000,
689,-888888.00000,8.8,-1.2,-888888.00000,-888888.00000,-888888.00000,-888888.00000,49.5,-888888.00000,
687,-888888.00000,-888888.00000,-888888.00000,1.5,360,0,-1.5,-888888.00000,-888888.00000,
678,-888888.00000,9.4,-14.6,-888888.00000,-888888.00000,-888888.00000,-888888.00000,16.8,-888888.00000,
665,-888888.00000,7.8,-6.2,-888888.00000,-888888.00000,-888888.00000,-888888.00000,36.4,-888888.00000,
663,-888888.00000,-888888.00000,-888888.00000,2.1,290,2,-0.7,-888888.00000,-888888.00000,
644,-888888.00000,7,-18,-888888.00000,-888888.00000,-888888.00000,-888888.00000,14.9,-888888.00000,
639,-888888.00000,-888888.00000,-888888.00000,3.6,340,1.2,-3.4,-888888.00000,-888888.00000,
616,-888888.00000,-888888.00000,-888888.00000,2.6,360,0,-2.6,-888888.00000,-888888.00000,
594,-888888.00000,-888888.00000,-888888.00000,1,10,-0.2,-1,-888888.00000,-888888.00000,
585,-888888.00000,5.4,-41.6,-888888.00000,-888888.00000,-888888.00000,-888888.00000,1.8,-888888.00000,
572,-888888.00000,-888888.00000,-888888.00000,4.6,135,-3.3,3.3,-888888.00000,-888888.00000,
552,-888888.00000,-888888.00000,-888888.00000,4.6,150,-2.3,4,-888888.00000,-888888.00000,
534,-888888.00000,0,-19,-888888.00000,-888888.00000,-888888.00000,-888888.00000,22.4,-888888.00000,
531,-888888.00000,-888888.00000,-888888.00000,3.1,140,-2,2.4,-888888.00000,-888888.00000,
522,-888888.00000,-0.9,-40.9,-888888.00000,-888888.00000,-888888.00000,-888888.00000,3,-888888.00000,
512,-888888.00000,-888888.00000,-888888.00000,6.2,130,-4.7,4,-888888.00000,-888888.00000,
500,5880,-3.1,-22.1,5.7,125,-4.7,3.3,21.5,-888888.00000,
493,-888888.00000,-888888.00000,-888888.00000,4.1,120,-3.6,2,-888888.00000,-888888.00000,
484,-888888.00000,-5.5,-17.5,-888888.00000,-888888.00000,-888888.00000,-888888.00000,38.3,-888888.00000,
456,-888888.00000,-888888.00000,-888888.00000,6.2,125,-5.1,3.6,-888888.00000,-888888.00000,
447,-888888.00000,-8.5,-33.5,-888888.00000,-888888.00000,-888888.00000,-888888.00000,11.3,-888888.00000,
400,7610,-15.5,-26.5,5.7,115,-5.2,2.4,38.4,-888888.00000,
390,-888888.00000,-888888.00000,-888888.00000,7.2,115,-6.5,3,-888888.00000,-888888.00000,
378,-888888.00000,-19.3,-27.3,-888888.00000,-888888.00000,-888888.00000,-888888.00000,49.2,-888888.00000,
375,-888888.00000,-888888.00000,-888888.00000,7.7,85,-7.7,-0.7,-888888.00000,-888888.00000,
353,-888888.00000,-22.3,-29.3,-888888.00000,-888888.00000,-888888.00000,-888888.00000,53,-888888.00000,
342,-888888.00000,-22.3,-37.3,-888888.00000,-888888.00000,-888888.00000,-888888.00000,24.3,-888888.00000,
300,9720,-28.5,-56.5,11.8,85,-11.8,-1,5,-888888.00000,
