LAT,LON,ID,STA_NAME,CODE,SOURCE,ELEVATION,DATE_TIME,SEA_LEVEL_PRESSURE,SURFACE_PRESSURE,PRECIPITABLE_WATER
-8.75,115.17,97230,Stasiun Meteorologi I Gusti Ngurah Rai ,FM 35,from CIPS,4,2024-07-29 00:00,-888888.00000,-888888.00000,-888888.00000
PRES,HGHT,TEMP,DWPT,WSPEED,WDRCT,UWND,VWND,RELH,THICKNESS,
1012,-888888.00000,25.2,22.8,2.1,120,-1.8,1,86.6,-888888.00000,
1000,108,24,22.9,4.6,75,-4.4,-1.2,93.6,-888888.00000,
978,-888888.00000,-888888.00000,-888888.00000,5.7,120,-4.9,2.8,-888888.00000,-888888.00000,
925,789,20.2,19.8,6.7,120,-5.8,3.3,97.6,-888888.00000,
920,-888888.00000,19.8,19.4,-888888.00000,-888888.00000,-888888.00000,-888888.00000,97.5,-888888.00000,
852,-888888.00000,-888888.00000,-888888.00000,7.7,140,-4.9,5.9,-888888.00000,-888888.00000,
850,1515,17.4,16.9,7.7,140,-4.9,5.9,96.9,-888888.00000,
832,-888888.00000,16.6,16.2,-888888.00000,-888888.00000,-888888.00000,-888888.00000,97.5,-888888.00000,
794,-888888.00000,-888888.00000,-888888.00000,7.7,105,-7.4,2,-888888.00000,-888888.00000,
785,-888888.00000,12.4,11.9,-888888.00000,-888888.00000,-888888.00000,-888888.00000,96.8,-888888.00000,
768,-888888.00000,12.6,12.1,-888888.00000,-888888.00000,-888888.00000,-888888.00000,96.8,-888888.00000,
766,-888888.00000,-888888.00000,-888888.00000,3.6,115,-3.3,1.5,-888888.00000,-888888.00000,
740,-888888.00000,10.2,9.7,-888888.00000,-888888.00000,-888888.00000,-888888.00000,96.7,-888888.00000,
739,-888888.00000,-888888.00000,-888888.00000,2.1,30,-1,-1.8,-888888.00000,-888888.00000,
722,-888888.00000,8.4,-3.6,-888888.00000,-888888.00000,-888888.00000,-888888.00000,42.6,-888888.00000,
715,-888888.00000,10.6,-4.4,-888888.00000,-888888.00000,-888888.00000,-888888.00000,34.6,-888888.00000,
713,-888888.00000,-888888.00000,-888888.00000,2.1,315,1.5,-1.5,-888888.00000,-888888.00000,
700,3150,10.2,-5.8,1.5,290,1.4,-0.5,32,-888888.00000,
690,-888888.00000,10.2,-7.8,-888888.00000,-888888.00000,-888888.00000,-888888.00000,27.4,-888888.00000,
688,-888888.00000,-888888.00000,-888888.00000,2.1,235,1.7,1.2,-888888.00000,-888888.00000,
663,-888888.00000,-888888.00000,-888888.00000,1,300,0.9,-0.5,-888888.00000,-888888.00000,
639,-888888.00000,-888888.00000,-888888.00000,3.6,10,-0.6,-3.5,-888888.00000,-888888.00000,
616,-888888.00000,-888888.00000,-888888.00000,3.6,10,-0.6,-3.5,-888888.00000,-888888.00000,
605,-888888.00000,4.2,-16.8,-888888.00000,-888888.00000,-888888.00000,-888888.00000,20,-888888.00000,
594,-888888.00000,3.8,-13.2,3.1,350,0.5,-3.1,27.7,-888888.00000,
589,-888888.00000,4.6,-24.4,-888888.00000,-888888.00000,-888888.00000,-888888.00000,10.1,-888888.00000,
573,-888888.00000,-888888.00000,-888888.00000,1.5,185,0.1,1.5,-888888.00000,-888888.00000,
564,-888888.00000,2.6,-15.4,-888888.00000,-888888.00000,-888888.00000,-888888.00000,25.2,-888888.00000,
552,-888888.00000,-888888.00000,-888888.00000,2.1,110,-2,0.7,-888888.00000,-888888.00000,
535,-888888.00000,0,-29,-888888.00000,-888888.00000,-888888.00000,-888888.00000,9.2,-888888.00000,
516,-888888.00000,-0.9,-28.9,-888888.00000,-888888.00000,-888888.00000,-888888.00000,9.9,-888888.00000,
500,5880,-2.9,-23.9,3.6,125,-2.9,2.1,18.1,-888888.00000,
493,-888888.00000,-888888.00000,-888888.00000,3.6,130,-2.8,2.3,-888888.00000,-888888.00000,
478,-888888.00000,-6.1,-20.1,-888888.00000,-888888.00000,-888888.00000,-888888.00000,32.1,-888888.00000,
474,-888888.00000,-888888.00000,-888888.00000,3.6,95,-3.6,0.3,-888888.00000,-888888.00000,
456,-888888.00000,-888888.00000,-888888.00000,5.1,120,-4.4,2.5,-888888.00000,-888888.00000,
455,-888888.00000,-6.9,-26.9,-888888.00000,-888888.00000,-888888.00000,-888888.00000,18.7,-888888.00000,
439,-888888.00000,-888888.00000,-888888.00000,5.7,85,-5.7,-0.5,-888888.00000,-888888.00000,
422,-888888.00000,-888888.00000,-888888.00000,5.7,95,-5.7,0.5,-888888.00000,-888888.00000,
414,-888888.00000,-13.1,-24.1,-888888.00000,-888888.00000,-888888.00000,-888888.00000,39.2,-888888.00000,
406,-888888.00000,-888888.00000,-888888.00000,6.2,70,-5.8,-2.1,-888888.00000,-888888.00000,
400,7620,-15.5,-26.5,6.2,75,-6,-1.6,38.4,-888888.00000,
392,-888888.00000,-16.7,-26.7,-888888.00000,-888888.00000,-888888.00000,-888888.00000,41.7,-888888.00000,
378,-888888.00000,-17.7,-35.7,-888888.00000,-888888.00000,-888888.00000,-888888.00000,19.2,-888888.00000,
360,-888888.00000,-888888.00000,-888888.00000,9.3,90,-9.3,0,-888888.00000,-888888.00000,
327,-888888.00000,-25.9,-37.9,-888888.00000,-888888.00000,-888888.00000,-888888.00000,31.5,-888888.00000,
312,-888888.00000,-27.3,-47.3,-888888.00000,-888888.00000,-888888.00000,-888888.00000,13.2,-888888.00000,
300,9730,-29.5,-47.5,7.7,85,-7.7,-0.7,15.8,-888888.00000,
293,-888888.00000,-888888.00000,-888888.00000,8.2,95,-8.2,0.7,-888888.00000,-888888.00000,
269,-888888.00000,-888888.00000,-888888.00000,8.2,85,-8.2,-0.7,-888888.00000,-888888.00000,
250,11000,-39.1,-61.1,8.7,95,-8.7,0.8,7.9,-888888.00000,
238,-888888.00000,-41.1,-58.1,-888888.00000,-888888.00000,-888888.00000,-888888.00000,14.2,-888888.00000,
200,12500,-51.1,-67.1,14.9,115,-13.5,6.3,13.1,-888888.00000,
179,-888888.00000,-888888.00000,-888888.00000,14.9,125,-12.2,8.5,-888888.00000,-888888.00000,
171,-888888.00000,-60.3,-70.3,17,125,-13.9,9.8,25.7,-888888.00000,
155,-888888.00000,-888888.00000,-888888.00000,15.4,95,-15.3,1.3,-888888.00000,-888888.00000,
150,14280,-65.7,-74.7,14.9,80,-14.7,-2.6,27.5,-888888.00000,
147,-888888.00000,-888888.00000,-888888.00000,14.4,95,-14.3,1.3,-888888.00000,-888888.00000,
140,-888888.00000,-67.1,-78.1,16.5,115,-15,7,19.7,-888888.00000,
127,-888888.00000,-888888.00000,-888888.00000,17,105,-16.4,4.4,-888888.00000,-888888.00000,
120,-888888.00000,-888888.00000,-888888.00000,11.3,100,-11.1,2,-888888.00000,-888888.00000,
100,16660,-82.3,-87,11.8,140,-7.6,9,44.8,-888888.00000,
98,-888888.00000,-82.7,-87.2,13.4,140,-8.6,10.3,46.2,-888888.00000,
98,-888888.00000,-888888.00000,-888888.00000,13.4,140,-8.6,10.3,-888888.00000,-888888.00000,
88,-888888.00000,-81.3,-87.3,-888888.00000,-888888.00000,-888888.00000,-888888.00000,36,-888888.00000,
84,-888888.00000,-81.9,-86.5,-888888.00000,-888888.00000,-888888.00000,-888888.00000,45.8,-888888.00000,
83,-888888.00000,-888888.00000,-888888.00000,7.2,105,-7,1.9,-888888.00000,-888888.00000,
82,-888888.00000,-79.3,-86.3,-888888.00000,-888888.00000,-888888.00000,-888888.00000,31.1,-888888.00000,
80,-888888.00000,-79.3,-85.3,-888888.00000,-888888.00000,-888888.00000,-888888.00000,37,-888888.00000,
75,-888888.00000,-888888.00000,-888888.00000,7.7,130,-5.9,4.9,-888888.00000,-888888.00000,
72,-888888.00000,-70.1,-82.1,-888888.00000,-888888.00000,-888888.00000,-888888.00000,15.8,-888888.00000,
