LAT,LON,ID,STA_NAME,CODE,SOURCE,ELEVATION,DATE_TIME,SEA_LEVEL_PRESSURE,SURFACE_PRESSURE,PRECIPITABLE_WATER
-1.19069,136.10361,97560,Stasiun Meteorologi Frans Kaisiepo,FM 35,from CIPS,3,2024-07-29 00:00,-888888.00000,-888888.00000,-888888.00000
PRES,HGHT,TEMP,DWPT,WSPEED,WDRCT,UWND,VWND,RELH,THICKNESS,
1011,-888888.00000,29,25.5,3.1,140,-2,2.4,81.4,-888888.00000,
1000,104,27.4,24.2,2.6,135,-1.8,1.8,82.7,-888888.00000,
963,-888888.00000,24.6,22.8,-888888.00000,-888888.00000,-888888.00000,-888888.00000,89.7,-888888.00000,
946,-888888.00000,-888888.00000,-888888.00000,3.1,75,-3,-0.8,-888888.00000,-888888.00000,
925,796,22.6,19.8,2.1,80,-2.1,-0.4,84.2,-888888.00000,
883,-888888.00000,-888888.00000,-888888.00000,1,40,-0.6,-0.8,-888888.00000,-888888.00000,
853,-888888.00000,-888888.00000,-888888.00000,2.1,110,-2,0.7,-888888.00000,-888888.00000,
850,1530,19,14,1.5,120,-1.3,0.7,72.8,-888888.00000,
824,-888888.00000,-888888.00000,-888888.00000,0.5,275,0.5,0,-888888.00000,-888888.00000,
795,-888888.00000,-888888.00000,-888888.00000,2.1,185,0.2,2.1,-888888.00000,-888888.00000,
767,-888888.00000,-888888.00000,-888888.00000,2.6,240,2.3,1.3,-888888.00000,-888888.00000,
741,-888888.00000,-888888.00000,-888888.00000,2.1,195,0.5,2,-888888.00000,-888888.00000,
724,-888888.00000,11.2,6.2,-888888.00000,-888888.00000,-888888.00000,-888888.00000,71.3,-888888.00000,
711,-888888.00000,11,2,-888888.00000,-888888.00000,-888888.00000,-888888.00000,53.8,-888888.00000,
700,3177,10.2,4.2,2.6,225,1.8,1.8,66.3,-888888.00000,
697,-888888.00000,9.8,5.7,-888888.00000,-888888.00000,-888888.00000,-888888.00000,75.6,-888888.00000,
689,-888888.00000,-888888.00000,-888888.00000,1,280,1,-0.2,-888888.00000,-888888.00000,
652,-888888.00000,7,0,-888888.00000,-888888.00000,-888888.00000,-888888.00000,61.1,-888888.00000,
642,-888888.00000,6.2,1.2,-888888.00000,-888888.00000,-888888.00000,-888888.00000,70.3,-888888.00000,
624,-888888.00000,5,-4,-888888.00000,-888888.00000,-888888.00000,-888888.00000,52.2,-888888.00000,
618,-888888.00000,-888888.00000,-888888.00000,4.1,285,4,-1.1,-888888.00000,-888888.00000,
598,-888888.00000,2.4,-3.6,-888888.00000,-888888.00000,-888888.00000,-888888.00000,64.6,-888888.00000,
596,-888888.00000,-888888.00000,-888888.00000,5.1,305,4.2,-2.9,-888888.00000,-888888.00000,
587,-888888.00000,2,-7,-888888.00000,-888888.00000,-888888.00000,-888888.00000,51.3,-888888.00000,
574,-888888.00000,-888888.00000,-888888.00000,4.6,325,2.6,-3.8,-888888.00000,-888888.00000,
568,-888888.00000,0,-6,-888888.00000,-888888.00000,-888888.00000,-888888.00000,64,-888888.00000,
553,-888888.00000,-888888.00000,-888888.00000,4.1,10,-0.7,-4,-888888.00000,-888888.00000,
548,-888888.00000,-2.1,-5.6,-888888.00000,-888888.00000,-888888.00000,-888888.00000,76.9,-888888.00000,
513,-888888.00000,-888888.00000,-888888.00000,3.6,55,-2.9,-2.1,-888888.00000,-888888.00000,
505,-888888.00000,-5.1,-10,-888888.00000,-888888.00000,-888888.00000,-888888.00000,68.5,-888888.00000,
500,5900,-5.3,-11.3,5.7,65,-5.2,-2.4,62.7,-888888.00000,
478,-888888.00000,-6.7,-17.7,-888888.00000,-888888.00000,-888888.00000,-888888.00000,41.3,-888888.00000,
475,-888888.00000,-888888.00000,-888888.00000,7.7,65,-7,-3.3,-888888.00000,-888888.00000,
439,-888888.00000,-888888.00000,-888888.00000,7.2,80,-7.1,-1.3,-888888.00000,-888888.00000,
404,-888888.00000,-14.5,-22.5,-888888.00000,-888888.00000,-888888.00000,-888888.00000,50.7,-888888.00000,
400,7620,-14.9,-21.9,6.7,95,-6.7,0.6,55.2,-888888.00000,
366,-888888.00000,-20.1,-23.9,-888888.00000,-888888.00000,-888888.00000,-888888.00000,71.7,-888888.00000,
360,-888888.00000,-888888.00000,-888888.00000,10.3,85,-10.3,-0.9,-888888.00000,-888888.00000,
318,-888888.00000,-888888.00000,-888888.00000,14.9,65,-13.5,-6.3,-888888.00000,-888888.00000,
303,-888888.00000,-30.5,-40.5,-888888.00000,-888888.00000,-888888.00000,-888888.00000,37,-888888.00000,
300,9730,-31.1,-41.1,14.9,70,-14,-5.1,36.8,-888888.00000,
293,-888888.00000,-888888.00000,-888888.00000,14.4,65,-13.1,-6.1,-888888.00000,-888888.00000,
287,-888888.00000,-31.9,-49.9,-888888.00000,-888888.00000,-888888.00000,-888888.00000,15.1,-888888.00000,
