LAT,LON,ID,STA_NAME,CODE,SOURCE,ELEVATION,DATE_TIME,SEA_LEVEL_PRESSURE,SURFACE_PRESSURE,PRECIPITABLE_WATER
-6.88356,107.59733,96783,Stasiun Geofisika Bandung,FM 12,from BMKGSoft,791,2024-07-29 00:00,1016,924.2,-888888.00000
PRES,HGHT,TEMP,DWPT,WSPEED,WDRCT,UWND,VWND,RELH,THICKNESS,
924.2,791,19.2,16.4,0,0,0,0,84,-888888.00000,
